INFO 2025-12-27 18:56:10,201 basehttp "GET / HTTP/1.1" 200 17971
INFO 2025-12-27 18:56:16,435 basehttp "GET /admin HTTP/1.1" 301 0
INFO 2025-12-27 18:56:16,438 basehttp "GET /admin/ HTTP/1.1" 302 0
INFO 2025-12-27 18:56:16,444 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4223
INFO 2025-12-27 18:56:16,466 basehttp "GET /static/admin/css/base.css HTTP/1.1" 200 21207
INFO 2025-12-27 18:56:16,466 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2929
INFO 2025-12-27 18:56:16,466 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2694
INFO 2025-12-27 18:56:16,466 basehttp "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2025-12-27 18:56:16,467 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 200 18533
INFO 2025-12-27 18:56:16,521 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2025-12-27 18:56:16,521 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-12-27 18:56:24,370 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-12-27 18:56:24,411 basehttp "GET /admin/ HTTP/1.1" 200 10618
INFO 2025-12-27 18:56:24,430 basehttp "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-12-27 18:56:24,496 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-12-27 18:56:24,496 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-12-27 18:56:59,223 basehttp "GET / HTTP/1.1" 200 17971
INFO 2025-12-27 19:06:41,191 middleware API Ýsteði - IP: 127.0.0.1 | Method: GET | Path: /api/v1/auth/login/ | Durum: 405 | Süre: 0.04s | Kullanýcý: admin@gmail.com
WARNING 2025-12-27 19:06:41,192 log Method Not Allowed: /api/v1/auth/login/
WARNING 2025-12-27 19:06:41,192 basehttp "GET /api/v1/auth/login/ HTTP/1.1" 405 46
